"sosid","name","gov","np","fp","nf","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"SOS691","Surgical Site Infection Surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2010-12-31,FALSE,"yes","no","no","nf"
"SOS692","International Circumpolar Surveillance System (ICS) of Invasive Bacterial Diseases pilot",TRUE,FALSE,FALSE,FALSE,"terminated",1998-12-31,NA,FALSE,"yes","no","no","nf"
"SOS693","Syndromic Surveillance Information Collection (SSIC)",TRUE,FALSE,FALSE,FALSE,"nf",2000-12-31,NA,FALSE,"yes","no","no","yes"
"SOS694","South Dakota Electronic Disease Surveillance System (SDEDSS)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS695","Patient Reporting Investigation Surveillance Manager (PRISM)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS696","BD Protect Syndromic Surveillance",FALSE,FALSE,TRUE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS697","Harvard University Outpatient Surveillance",FALSE,TRUE,FALSE,FALSE,"nf",2000-12-31,NA,FALSE,"yes","no","no","yes"
"SOS698","Automated Epidemiological Geotemporal Integrated Surveillance (AEGIS)",FALSE,TRUE,FALSE,FALSE,"terminated",1999-12-31,NA,FALSE,"yes","no","no","blank"
"SOS699","Emerging Pathogens Initiative",TRUE,FALSE,FALSE,FALSE,"current",2014-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS700","Connecticut Hospital Admissions Syndromic Surveillance (HASS)",TRUE,FALSE,FALSE,FALSE,"nf",2000-12-31,NA,FALSE,"yes","no","no","yes"
"SOS701","Louisiana Infectious Disease Epidemiology Program",TRUE,FALSE,FALSE,FALSE,"current",1989-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS702","Connecticut Electronic Disease Surveillance System (CT EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS703","Kansas Electronic Disease Surveillance System (KS-EDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2006-12-31,2014-12-31,FALSE,"yes","nf","nf","nf"
"SOS704","Indiana Public Health Emergency Surveillance System (PHESS)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2006-12-31,FALSE,"yes","no","no","nf"
"SOS705","National Nosocomial Infections Surveillance System (NNIS)",TRUE,FALSE,FALSE,FALSE,"nf",1969-12-31,NA,FALSE,"yes","no","no","yes"
"SOS706","Catalis Health System for syndromic surveillance in a rural outpatient clinic in Texas",TRUE,FALSE,FALSE,FALSE,"nf",2002-12-31,NA,FALSE,"yes","no","no","yes"
"SOS707","STD Surveillance System (STDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1940-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS708","Santa Clara Syndromal Surveillance Tally Sheet",TRUE,FALSE,FALSE,FALSE,"absorbed",2000-12-31,2004-12-31,FALSE,"yes","no","no","yes"
"SOS709","STARS (Syndromic Tracking and Reporting System)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-12-31,2003-12-31,FALSE,"yes","no","no","yes"
"SOS710","Florida Prehospital EMS Tracking and Reporting System (EMSTARS)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2006-12-31,FALSE,"yes","no","no","blank"
"SOS711","Rapid Syndrome Validation Project (RSVP)",TRUE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS712","Situation Found Surveillance Program",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS713","Waterborne Disease and Outbreak Surveillance System (WBDOSS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1970-12-31,2008-12-31,FALSE,"yes","no","no","nf"
"SOS714","Minnesota Electronic Disease Surveillance System (MEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2011-12-31,FALSE,"yes","no","no","nf"
"SOS715","Arkansas National Notifiable Diseases Surveillance System (ADH NEDSS)",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS716","Global Disease Detection Operations Center (GDDOC)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","nf","nf","yes"
"SOS717","California Reportable Disease Information Exchange (CalREDIE)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS718","Alabama Department of Public Health - Epidemiology Division",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS719","Kentucky-Electronic Public Health Record System (KY-EPHRS )",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS720","National Notifiable Diseases Surveillance System (NNDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1992-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS721","Statistical Outbreak Detection Algorithm (SODA)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS722","Maine Disease Reporting and Clinical Consultation Line",TRUE,FALSE,FALSE,FALSE,"current",1975-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS723","Wisconsin Health Alert Network (WI HAN)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-12-31,2012-12-31,FALSE,"yes","no","no","nf"
"SOS724","Alaska Department of Epidemiology",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS725","Plant Epidemiology and Risk Analysis Laboratory (PERAL)",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS726","National Plant Diagnostic Network (NPDN)",TRUE,TRUE,FALSE,FALSE,"terminated",2001-12-31,2007-12-31,FALSE,"no","no","yes","blank"
"SOS727","Scientific Technology Corporation (STC) - Sentinel",FALSE,FALSE,TRUE,FALSE,"current",1987-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS728","Integrated Plant Health Information System (IPHIS)",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS729","Public Health Information Network Messaging System (PHINMS)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","blank"
"SOS730","Morbidity and Mortality Weekly Report",TRUE,TRUE,FALSE,FALSE,"current",1981-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS731","Health Alert Network (HAN)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS732","Project Tycho",FALSE,TRUE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS733","National Electronic Telecomunications System for Surveillance (NETSS)",TRUE,FALSE,FALSE,FALSE,"current",1989-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS734","National TB Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",1952-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS735","Massachussetts Virtual Epidemiological Network (MAVEN)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS736","Montana Department of Public Health and Human Services (MT DPHHS)",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS737","Iowa Disease Surveillance System (IDSS)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS738","The Bureau of STD Prevention and Epidemiology’s (BSTDPE) Surveillance and Special Projects Unit (SSPU)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","nf"
"SOS739","RCGP WRS - Royal College of General Practitioners Weekly Returns Service",FALSE,FALSE,FALSE,TRUE,"current",1952-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS740","SmiNet and SmiNet-2",TRUE,FALSE,FALSE,FALSE,"nf",2003-12-31,NA,FALSE,"yes","no","no","yes"
"SOS741","Multi-disease Surveillance System (MDS)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2007-12-31,FALSE,"yes","no","no","nf"
"SOS742","Nivārana",TRUE,FALSE,FALSE,FALSE,"terminated",2008-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS743","TSE Surveillance System in Spain",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS744","Centers for Disease Control and Prevention, South Korea",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS745","Respiratory Consultations Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS746","Severe Acute Respiratory-tract Infections (SARI) Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS747","Respiratory Syncytial Virus (RSV) Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2002-12-31,2005-12-31,FALSE,"yes","no","no","nf"
"SOS748","SARS Database",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS749","Scottish Surveillance of Healthcare Associated Infection Programme (SSHAIP)",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS750","Flu spotter",TRUE,FALSE,FALSE,FALSE,"absorbed",1970-12-31,2008-12-31,FALSE,"yes","no","no","yes"
"SOS751","Enhanced Surveillance of Mycobacterial Infections in Scotland (ESMI)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS752","Surveillance of Catheter Associated Urinary Tract Infection Data (CAUTI)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2013-12-31,FALSE,"yes","no","no","yes"
"SOS753","Healthcare Electronic Surveillance Network (HESN)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS754","Hajj-MDSS",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS755","Community Health Information Tracking System",FALSE,TRUE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS756","Alerta DISAMAR",TRUE,FALSE,TRUE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS757","Systema Nacional de Vigilancia Epidemiológica (National Epidemiological Surveillance System)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2012-12-31,FALSE,"yes","no","no","nf"
"SOS758","Peru Ministerio de Salud La Dirección General de Epidemiología",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS759","End Polio Pakistan",FALSE,TRUE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS760","GP Out-of-Hours Surveillance System (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS761","Enhanced TB Surveillance",TRUE,FALSE,FALSE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS762","Notification of Infectious Diseases (NOIDS) (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS763","Enhanced Syphilis Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS764","Mandatory ICU Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS765","Health Surveillance Information System (HealthSIS)",FALSE,FALSE,TRUE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS766","EpiSurv",TRUE,FALSE,TRUE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS767","PREventie van ZIEkenhuisinfecties door Surveillance (PREZIES)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS768","Surveillance Netwerk Nederland, SuNN",FALSE,TRUE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","nf"
"SOS769","Surveillance Seksueel Overdraagbare Aandoeningen (SOAP)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS770","Kiemsurveillance",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS771","Surveillance van het Rijksvaccinatieprogramma",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS772","MEDHOST Emergency Department Information System",FALSE,FALSE,TRUE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS773","Temporary syndromes surveillance system for European basketball championship",TRUE,FALSE,FALSE,FALSE,"terminated",2011-08-25,2011-09-25,FALSE,"yes","no","no","yes"
"SOS774","Centre for Communicable Diseases and AIDS, Lithuania",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS775","Athens Olympic syndromic surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2003-12-31,FALSE,"yes","no","no","yes"
"SOS776","SIDARTHa Göppingen",TRUE,TRUE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS777","2006 FIFA World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2006-06-07,2006-07-11,FALSE,"yes","no","no","yes"
"SOS778","Intensified Surveillance of Women’s World Cup 2011",TRUE,FALSE,FALSE,FALSE,"terminated",2011-06-27,2011-07-15,FALSE,"yes","no","no","yes"
"SOS779","1998 FIFA World Cup Surveillance",FALSE,TRUE,FALSE,FALSE,"terminated",1997-12-31,1997-12-31,FALSE,"yes","no","no","yes"
"SOS780","Institut de Veille Sanitaire (InVS)/ Health Monitoring Institute, France",TRUE,FALSE,FALSE,FALSE,"current",1998-07-01,2014-12-31,TRUE,"yes","no","no","nf"
"SOS781","AvoHilmo",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS782","CARE Telematics project Europe",TRUE,FALSE,FALSE,FALSE,"terminated",1992-01-01,1993-12-01,FALSE,"yes","no","no","blank"
"SOS783","Tuberculosis Surveillance Programme (EURO TB)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS784","Early Warning and Response System (EWRS)",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS785","EuroSurveillance",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","nf","nf","blank"
"SOS786","Foodborne Viruses in Europe (FBVE) Network Database",TRUE,FALSE,FALSE,FALSE,"nf",2000-12-31,NA,FALSE,"yes","no","no","no"
"SOS787","Robert Koch Institute Infectious Disease Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS788","Notifications of Infectious Diseases (NOIDS)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS789","Surgical Site Infection Surveillance Service",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS790","Infectious Disease Surveillance for the London 2012 Olympic and Paralympic Games",TRUE,FALSE,FALSE,FALSE,"terminated",2011-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS791","Network for surveillance and control of communicable diseases - Cyprus",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS792","Phytosanitary Alert System (PAS)",FALSE,TRUE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS793","The Canadian Nosocomial Infection Surveillance Program (CNISP)",TRUE,FALSE,FALSE,FALSE,"terminated",1993-12-31,2011-12-31,FALSE,"yes","no","no","yes"
"SOS794","Canadian Perinatal Surveillance System (CPSS)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS795","Enhanced National Invasive Pneumococcal Disease Surveillance System (eIPD)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS796","Notifiable Disease Surveillance System (CNDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1986-12-31,2007-12-31,FALSE,"yes","no","no","nf"
"SOS797","Canada Communicable Disease Report (CCDR) Weekly",TRUE,FALSE,FALSE,FALSE,"terminated",2012-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS798","Integrated Public Health Information System (iPHIS)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2007-12-31,FALSE,"yes","no","no","no"
"SOS799","Centre for Emergency Preparedness and Response",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS800","SAM@EMR – Surveillance, Assurance and Monitoring in the Euregio Maas-Rhine",TRUE,TRUE,FALSE,FALSE,"terminated",2005-12-31,2011-12-31,FALSE,"yes","no","no","blank"
"SOS801","UREG - Emergency Registration",TRUE,FALSE,FALSE,FALSE,"terminated",2013-12-31,2013-12-31,FALSE,"yes","no","no","blank"
"SOS802","SIDARTHa (Leuven)",TRUE,TRUE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS803","Hospital Based Rotavirus and Intussusception Surveillance (HBRIS)",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS804","NoroNet",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS805","Invasive Pneumococcal Disease Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS806","VIDRL Acute Flaccid Paralysis Surveillance",FALSE,TRUE,FALSE,FALSE,"absorbed",2005-12-31,2013-12-31,FALSE,"yes","no","no","no"
"SOS807","Annual Surveillance Reports",FALSE,TRUE,FALSE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS808","Australian Trachoma Surveillance Reports",FALSE,TRUE,FALSE,FALSE,"terminated",2009-12-31,2012-12-31,FALSE,"yes","no","no","nf"
"SOS809","Australian Blood Donor Surveillance Reports",FALSE,TRUE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS810","Australian Plant Pest Database",FALSE,TRUE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS811","National Plant Surveillance Reporting Tool (NPSRT)(Biosecurity)",FALSE,TRUE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS812","Armenian Infectious Disease Surveillance System (AIDSS)",TRUE,FALSE,FALSE,FALSE,"nf",1990-12-31,NA,FALSE,"yes","no","no","blank"
"SOS813","European and Mediterranian Plant Protection Organization (EPPO) Alert List",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"no","no","yes","blank"
"SOS814","HIV case surveillance Database",TRUE,FALSE,FALSE,FALSE,"current",1986-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS815","Military syndromic surveillance for dengue fever outbreak",TRUE,TRUE,FALSE,FALSE,"terminated",2004-12-31,2005-12-31,FALSE,"yes","no","no","yes"
"SOS816","Defense Medical Surveillance System (DMSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1979-12-31,2013-12-31,FALSE,"yes","no","no","nf"
"SOS817","Global Polio Eradication Initiative",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","nf"
"SOS818","Global Epidemic and Mobility Monitor (GLEAMviz)",FALSE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","blank"
"SOS819","Global Disaster Alert and Coordination System (GDACS)",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"no","no","no","no"
