"sosid","name","gov","neia","np","fp","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"sos699","Invasive Pneumococcal Disease Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos700","Enhanced National Invasive Pneumococcal Disease Surveillance System (eIPD)",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos701","National Surveillance System for Pneumoconiosis Mortality (NSSPM)",TRUE,FALSE,FALSE,FALSE,"absorbed",1968-01-01,NA,FALSE,"yes","no","no","yes"
"sos702","Community Acquired Pneumonia Surveillance (CAP)",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos703","International Circumpolar Surveillance System (ICS) of Invasive Bacterial Diseases pilot",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,NA,FALSE,"yes","no","no","neia"
"sos704","GERMS-SA",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos705","National Poison Data System (NPDS)",FALSE,FALSE,TRUE,FALSE,"current",1985-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos706","End Polio Pakistan",FALSE,FALSE,TRUE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos707","Global Polio Eradication Initiative",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos708","Ministry of Public Health, Lebanon",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos709","Tick Recording Scheme (TRS)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos710","Biosense & Biosense 2.0",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos711","Rabies Surveillance Network (RSN)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2012-01-01,FALSE,"no","yes","no","blank"
"sos712","RabNet",TRUE,FALSE,FALSE,FALSE,"terminated",1959-01-01,NA,FALSE,"yes","yes","no","blank"
"sos713","Catalis Health System for syndromic surveillance in a rural outpatient clinic in Texas",TRUE,FALSE,FALSE,FALSE,"neia",2003-01-01,NA,FALSE,"yes","no","no","yes"
"sos714","New York City 9/11 Disease Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos715","Respiratory Syncytial Virus (RSV) Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2006-01-01,FALSE,"yes","no","no","neia"
"sos716","Arbovirus and Malaria Surveillance -Australia",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2014-01-01,FALSE,"yes","yes","yes","blank"
"sos717","Hospital Based Rotavirus and Intussusception Surveillance (HBRIS)",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos718","Rotavirus Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos719","SIREVA II",TRUE,FALSE,FALSE,FALSE,"current",1993-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos720","Staphylococcus aureus Bacteraemia (SAB) Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos721","Global Foodborne infections Network (GFN)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos722","Global Salm-Surv (GSS)",TRUE,FALSE,FALSE,FALSE,"absorbed",2006-01-01,2009-01-01,FALSE,"yes","yes","yes","blank"
"sos723","Laboratory-based Enteric Disease Surveillance (LEDS)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos724","Salmonella in Scotland lab reporting system",TRUE,FALSE,FALSE,FALSE,"current",1988-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos725","National Enteric Surveillance Program (NESP)",TRUE,FALSE,FALSE,FALSE,"terminated",1997-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos726","Enteric Surveillance",TRUE,FALSE,FALSE,TRUE,"terminated",1999-01-01,2004-01-01,FALSE,"yes","no","no","no"
"sos727","National Laboratory-Based Surveillance (NSSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2011-01-01,FALSE,"yes","no","no","no"
"sos728","International Surveillance Network for the Enteric infections Salmonella, Campylobacter and VTEC O157 (Enter-Net)",TRUE,FALSE,FALSE,FALSE,"absorbed",1993-01-01,2008-01-01,FALSE,"yes","no","no","no"
"sos729","Severe Acute Respiratory-tract infections (SARI) Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos730","SARS Database",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos731","Pest information Platform for Extension and Education (PIPE)",TRUE,FALSE,FALSE,FALSE,"current",2007-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos732","STD Surveillance System (STDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1941-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos733","Surveillance Seksueel Overdraagbare Aandoeningen (SOAP)",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos734","The Bureau of STD Prevention and Epidemiology (BSTDPE) Surveillance and Special Projects Unit (SSPU)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","neia"
"sos735","Canadian Sexually Transmitted infections Surveillance Report",TRUE,FALSE,FALSE,FALSE,"terminated",1997-01-01,2011-01-01,FALSE,"yes","no","no","blank"
"sos736","KC60 Returns",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos737","Patient Reporting Investigation Surveillance Manager (PRISM)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos738","Scottish Surveillance of Healthcare Associated infection Programme (SSHAIP)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos739","Surgical Site infection Surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2011-01-01,FALSE,"yes","no","no","neia"
"sos740","Surgical Site infection Surveillance Service",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos741","2003 Rugby World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2003-01-01,FALSE,"yes","no","no","yes"
"sos742","2014 FIFA World Cup Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2014-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos743","Automated Hospital Emergency Department Data Surveillance (AHEDD)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2010-01-01,FALSE,"yes","no","no","yes"
"sos744","Automated Syndromic Surveillance for the 2002 Winter Olympics",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2002-01-01,FALSE,"yes","no","no","yes"
"sos745","Bio-event Advanced Leading Indicator Recognition Technology (BioALIRT)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-01-01,2004-01-01,FALSE,"yes","yes","no","yes"
"sos746","Bioterrorism Surveillance (BTS) System",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos747","Connecting Organizations for Regional Disease Surveillance (CORDS)",FALSE,TRUE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos748","DMOS - Danish medical on-call service ILI surveillance",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos749","Drop-in bioterrorism surveillance system for World Series 2002 in Phoenix, Arizona",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2002-01-01,FALSE,"yes","no","no","yes"
"sos750","Early Aberration Reporting System (EARS)",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2003-01-01,FALSE,"yes","no","no","yes"
"sos751","Emergency Department Syndromic Surveillance System (EDSSS)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos752","Emergency room admission surveillance",TRUE,FALSE,FALSE,FALSE,"neia",2008-01-01,NA,FALSE,"yes","no","no","yes"
"sos753","Enhanced drop-in surveillance in New York City following September 11th, 2001",TRUE,FALSE,FALSE,FALSE,"terminated",2001-09-14,2001-10-12,FALSE,"yes","no","no","yes"
"sos754","Enhanced Syndromic Surveillance for the Fourth Japan-China-South
 Korea Trilateral Summit 2011",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos755","EuroMOMO",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos756","Experimental Three Syndromic Surveillances in Japan",TRUE,FALSE,FALSE,FALSE,"terminated",1995-01-01,2004-01-01,FALSE,"yes","no","no","yes"
"sos757","Flu Near You",FALSE,FALSE,TRUE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos758","FluPhone",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2011-07-01,FALSE,"yes","no","no","yes"
"sos759","FluSurvey",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos760","GP Out-of-Hours Surveillance System (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos761","GP Out-of-Hours syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos762","GrippeWeb",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos763","Kazemill",TRUE,FALSE,FALSE,FALSE,"neia",2010-01-01,NA,FALSE,"yes","no","no","yes"
"sos764","Louisiana Early Event Detection System (LEEDS)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos765","Maritime Illness and Death Reporting System",TRUE,FALSE,FALSE,FALSE,"terminated",2009-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos766","Michigan Syndromic Surveillance System (MSSS)",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos767","National Pandemic Flu Service (NPFS)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-07-23,2010-02-11,FALSE,"yes","no","no","yes"
"sos768","NHS 24 Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2010-01-01,FALSE,"yes","no","no","yes"
"sos769","Rapid Syndrome Validation Project (RSVP)",TRUE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos770","Remote Health Advice Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos771","Santa Clara Syndromal Surveillance Tally Sheet",TRUE,FALSE,FALSE,FALSE,"absorbed",2001-01-01,2005-01-01,FALSE,"yes","no","no","yes"
"sos772","Sickweather",FALSE,FALSE,FALSE,TRUE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos773","Situation Found Surveillance Program",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos774","STARS (Syndromic Tracking and Reporting System)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-01-01,2004-01-01,FALSE,"yes","no","no","yes"
"sos775","Syndromic surveillance for Korea-Japan FIFA World Cup 2002 in Japan",TRUE,FALSE,FALSE,FALSE,"absorbed",2002-01-01,2002-01-01,FALSE,"yes","no","no","yes"
"sos776","Syndromic Surveillance information Collection (SSIC)",TRUE,FALSE,FALSE,FALSE,"neia",2001-01-01,NA,FALSE,"yes","no","no","yes"
"sos777","Syndromic surveillance system for epidemic prone diseases set up following increased migration flows",TRUE,FALSE,FALSE,FALSE,"terminated",2011-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos778","Syndromic surveillance- during the wildfires outbreak in San Diego 2003",TRUE,FALSE,FALSE,FALSE,"terminated",2003-01-01,2003-01-01,FALSE,"yes","no","no","yes"
"sos779","Telehealth Ontario",TRUE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos780","Temporary syndromes surveillance system for European basketball championship",TRUE,FALSE,FALSE,FALSE,"terminated",2011-08-25,2011-09-25,FALSE,"yes","no","no","yes"
"sos781","The Latium Region syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2008-12-01,FALSE,"yes","no","no","yes"
"sos782","VIDRL Acute Flaccid Paralysis Surveillance",FALSE,FALSE,TRUE,FALSE,"absorbed",2006-01-01,2014-01-01,FALSE,"yes","no","no","no"
"sos783","Flu spotter",TRUE,FALSE,FALSE,FALSE,"absorbed",1971-01-01,2009-01-01,FALSE,"yes","no","no","yes"
"sos784","Enhanced Syphilis Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos785","Enhanced Surveillance of Mycobacterial infections in Scotland (ESMI)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos786","2010 FIFA World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2010-06-07,2010-07-16,FALSE,"yes","no","no","yes"
"sos787","Australian Trachoma Surveillance Reports",FALSE,FALSE,TRUE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"yes","no","no","neia"
"sos788","Australian Blood Donor Surveillance Reports",FALSE,FALSE,TRUE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos789","Transmissible Spongiform Encephalopathies Surveillance (TSE)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos790","TSE Surveillance (UK)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos791","TSE Surveillance System in Spain",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos792","Canada Tuberculosis Prevention and Control Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"terminated",2013-01-01,2013-01-01,FALSE,"yes","no","no","blank"
"sos793","Enhanced TB Surveillance",TRUE,FALSE,FALSE,FALSE,"current",1992-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos794","European Tuberculosis Surveillance Network",TRUE,FALSE,FALSE,FALSE,"absorbed",1996-01-01,2007-01-01,FALSE,"yes","no","no","no"
"sos795","National TB Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",1953-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos796","National Tuberculosis Genotyping and Surveillance Network",TRUE,FALSE,FALSE,FALSE,"terminated",1996-01-01,2002-01-01,FALSE,"yes","no","no","no"
"sos797","Prince Leopold Institute of Tropical Medicine Tuberculosis Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2011-01-01,FALSE,"yes","no","no","neia"
"sos798","Real-Time Surveillance for Tuberculosis",FALSE,FALSE,TRUE,FALSE,"terminated",2006-06-01,2007-07-01,FALSE,"yes","no","no","yes"
"sos799","Tuberculosis Surveillance Programme (EURO TB)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos800","Surveillance of Catheter Associated Urinary Tract infection Data (CAUTI)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-01-01,2014-01-01,FALSE,"yes","no","no","yes"
"sos801","Indiana Varicella Disease Sentinel Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos802","Network for Diagnostics of ""Imported"" Viral Diseases (ENIVD)",TRUE,FALSE,TRUE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos803","Foodborne Viruses in Europe (FBVE) Network Database",TRUE,FALSE,FALSE,FALSE,"neia",2001-01-01,NA,FALSE,"yes","no","no","no"
"sos804","Sentinel Counties Surveillance for Acute Study of Viral Hepatitis",TRUE,FALSE,FALSE,FALSE,"terminated",1982-01-01,2006-01-01,FALSE,"yes","no","no","yes"
"sos805","Waterborne Disease and Outbreak Surveillance System (WBDOSS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1971-01-01,2009-01-01,FALSE,"yes","no","no","neia"
"sos806","ArboZoonet",TRUE,FALSE,FALSE,FALSE,"terminated",2008-01-01,2011-01-01,FALSE,"yes","yes","no","blank"
"sos807","Canadian West Nile Virus Surveillance information",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos808","West Nile Virus Suveillance System- Lincoln Park Zoo",TRUE,FALSE,TRUE,FALSE,"terminated",2001-01-01,2006-01-01,FALSE,"no","yes","no","blank"
"sos809","WNV Surveillance Netherlands",TRUE,FALSE,FALSE,FALSE,"terminated",1999-01-01,2004-01-01,FALSE,"yes","yes","no","blank"
"sos810","Disease Maps",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos811","California Vectorborne Disease Surveillance (CalSurv)",TRUE,FALSE,TRUE,FALSE,"current",1996-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos812","Canary Database",FALSE,FALSE,TRUE,FALSE,"terminated",2000-01-01,2012-01-01,FALSE,"no","yes","no","blank"
"sos813","Global Early Warning System for Major Animal Diseases (GLEWS)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2015-01-01,FALSE,"yes","yes","no","blank"
"sos814","Iowa Disease Surveillance System (IDSS)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos815","New Hampshire Veterinary Surveillance",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","yes","no","blank"
